,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
1551,,1 to 3 months,~016bb16a156e6a69c5,Hourly,[],Looking for a R and statistics expert to help me put together data anlysis framework that will run on R.,R and statistics expert for a data analysis framework.,30+ hrs/week,Bulgaria,4.3284896794,60,40,VERIFIED,23
1552,150.0,,~018b200c1c26574d9b,Fixed,[],"I am looking for R expert who can write code, and experience in hierarchical time series.",R expert Hierarchical Time series,30+ hrs/week,India,0.0,1,0,UNKNOWN,0
1553,150.0,,~0143cfd1fb1ce0165a,Fixed,"['data-analysis', 'data-entry', 'microsoft-excel', 'statistics']","I am looking for an interactive Map of selected countries, where I can click on the Country and Key Performance Indicators (Incl. Graphs) will show monthly performance and comparison to last year.",Interactive Map,30+ hrs/week,Switzerland,0.0,1,0,VERIFIED,0
1554,0.0,3 to 6 months,~0164100967136938a6,Hourly,"['content-writing', 'data-entry', 'microsoft-excel', 'wordpress']", I need a someone to write a review on android app. to further proceed drop me your proposal,"Content,review writer-TCS",Less than 10 hrs/week,India,0.0,5,0,UNKNOWN,0
1555,0.0,1 to 3 months,~01c3ef9a12445d0dcc,Hourly,"['c#', 'data-analysis', 'reverse-engineering']",Need someone experienced in reverse engineering algorithms used by complex games.,Game reverse engineering,Less than 10 hrs/week,United Arab Emirates,5.0,15,4,VERIFIED,2
1556,0.0,Less than 1 week,~01be785decf1ca0c09,Hourly,"['data-mining', 'email-marketing', 'web-scraping']","I require someone to help download a full email and address database from an online training academy, of which the data is visible and available for download. Then providing lists of clean and validated data.","Web Scraping, Email Lists (email lists from specific on line directories)",Less than 10 hrs/week,India,0.0,3,0,VERIFIED,0
1557,40.0,,~017d27d6c206e9a116,Fixed,"['active-listening', 'amazon-webstore', 'data-entry', 'english-spelling', 'google-docs', 'photo-editing', 'research']","We are looking for Amazon expert to list around 20 items every 2 weeks.The job requires photo editing skills using Photoshop (preferred) , or any other software that might help . points to follow :-- you will do some research through some of the well known online stores to select the qualified item - with some photo editing  - optimize the title using Merchant-words (you are  preferred if you have a merchant-words account ).Please consider .*You are requested to list at least 20 items every 2 weeks , every Saturday we will have a meeting through Skype to discuss the next project .*The project will continue for at least 5 times .Please write down your price ..",Amazon expert required with photo editing skills,30+ hrs/week,United Arab Emirates,0.0,3,5,VERIFIED,0
1558,75.0,,~01ddf627a1caa257bf,Fixed,[],I am looking for an advisor to provide me with 7 hot product opportunities across the amazon platform.  What is a hot product opportunity:1. Best seller rank (top level category) below 20002. Items should be in the health & personal care/ beauty or home & kitchen categories3. Review count less than 7004. item price between $12-405. items must not be branded or dominated by well known corporate brands6. items must be private labelable and weigh less than 2lbs7. 3 of the items must be related to a microfiber hair towels When applying please put YBR in the subject line otherwise application will be automatically rejected.,Mine the web (Amazon) for hot product opportunities,30+ hrs/week,Qatar,0.0,6,0,UNKNOWN,0
1559,0.0,3 to 6 months,~017a181d38ada1d47e,Hourly,"['data-analysis', 'hadoop', 'hbase', 'mapreduce']",Our client is a major financial research firm and they already have Hadoop cluster running.We are looking for experts having 4-5 years of BigData analytics experience who can help us retrieving useful data using text analysis and understanding patterns to predict the next leap The data is in the form of documents (millions of records) which do not follow any standard templates.,Looking for BigData(Hadoop) Experts,30+ hrs/week,India,0.0,1,0,UNKNOWN,0
1560,100.0,,~01fe81fb8d69308164,Fixed,"['data-mining', 'microsoft-excel']","We have about 3200-3500 contacts we would like to find email. For each contact we have Person name, Organisation name, website.Let me know you price for found emails only.Say ELEPHANT in your reply.",Email finder needed,30+ hrs/week,Lithuania,5.0,12,5,VERIFIED,4
1561,0.0,Less than 1 week,~0100a728ebb0707231,Hourly,[],"We want to create a GIS map of Ethiopia that is very detailed - showing were all the irrigation channels, roads and railroads are. Furthermore we would like to show some specific borders of villages. The villages should receive a colour scheme based on the % of villagers have adopted an innovation. The adoption rates are on small village level and this data is stored in MySQL. The names of the villages where there is irrigation is less detailed and we only have the names. On roads there may be some more specific information. Thus in sum, we need useful map clearly showing where irrigation and infrastructure is in Ethiopia and the map should have a colour scheme of adoption rates. Note that these data are of different level (adoption is very specific, whereas irrigation is not).",Map Ethiopia,Less than 10 hrs/week,United Kingdom,0.0,1,0,UNKNOWN,0
1562,0.0,3 to 6 months,~01cdc9b7e5bd688d57,Hourly,[],We need someone to Compile a List of App Developers. We will provide the website and instructions to follow. ,We need someone to Compile a List of App Developers,Less than 10 hrs/week,,0.0,11,0,,0
1563,0.0,Less than 1 week,~01c687fb12a3b17f77,Hourly,['microsoft-excel'],"We have a portfolio of recurring income. Monthly there are changes to this portfolio, basically split on a few categories (new sales, reductions, terminations, etc). I need a simple graph showing in a simple way how much the portfolio increased, and decreased in each period/month.Se attached sketch. ",Show changes in a graph,Less than 10 hrs/week,Norway,0.0,3,0,UNKNOWN,0
1564,0.0,1 to 3 months,~01cdb9cf0ce3f69063,Hourly,"['analytics', 'artificial-neural-networks', 'customer-retention', 'data-analysis', 'data-science', 'machine-learning', 'predictive-analytics', 'python', 'r', 'recommender-systems', 'statistics']","I'm looking for a customer insight analyst that can produce scripts to produce and visualise the following analysis:1) Customer segmentation (based on RFM, CLV, no. of orders cohort, etc.)2) Product affinity / basket analysis.3) Clustering based on demographic data.The input will be a transaction/order database with one field for the customer identifier (email address). This would need to be transformed into a customer database with email address as the primary key before some of the above analysis is done.Preferred language is Python but open to other languages. However, clear commenting has to be included. Please provide examples of previous data insight work done.",Customer insight scripts (Python or other language),Less than 10 hrs/week,United Arab Emirates,4.9625205321,68,47,VERIFIED,29
1565,350.0,,~018de6183e403ad014,Fixed,[],"Hi, I'm looking for someone who can scrape all of a sellers data from his amazon store, including if the item is listed and being sold as FBA.Thanks",scrape a sellers link,30+ hrs/week,United States,0.0,1,1,VERIFIED,0
1566,0.0,Less than 1 month,~015fa11bebd44e04ea,Hourly,[],"We are a consulting firm that helps our clients with data and analytics.  We deploy a variety of commercial solutions for clients, but we have found that for some of our clients a more customized solution.  We are in the midst of developing a portal for a client using Google Sheets, Javascript, Highcharts, and PHP built on Userfrosting. EDIT: We are considering using PIWIK to replace UserFrosting.We are over-loaded with work, and need some help from someone who is comfortable with these components to help us get this finished and upgraded with some additional features we have not been able to spend the time to build.We want to work with someone on an hourly basis, with regular check-ins and design-build (build feature by feature)",Data Portal Construction,Less than 10 hrs/week,,0.0,2,0,,0
1567,20.0,,~01d86657ea9faa8eb7,Fixed,"['cryptography', 'database-caching']",I am looking for someone who can decrypt WhatsApp Store data. The data came from an android device .massage me than we will send file,Decrypt WhatsApp store data (msgstore.db.crypt12),30+ hrs/week,India,0.0,1,0,UNKNOWN,0
1568,1000.0,,~01a0182db749dbdcaa,Fixed,"['database-management', 'web-scraping']","Scrape large amount (approx 5 million) of product data continuously from amazon using selection criteria (amazon site, category, condition, qty etc)- import into shopify catalog (images, name, sku, asin, ean, description, price, qty) using mapping rules (pricing, custom attributes)- maintain regular sync of qty and pricingMust have the experience and skills needed to resolve captcha, and  scrape amazon safely to avoid getting ip blocked thereby using different proxies. ",Scrape/crawl and sync product data from Amazon to Shopify,30+ hrs/week,United States,4.0033333333,28,8,VERIFIED,2
1569,0.0,More than 6 months,~0158ebdc2a976c129a,Hourly,"['data-analysis', 'internet-research', 'microsoft-excel']","Need full-time help with the following projects:- researching topics online- analyzing & organizing information into specific formats - providing ratings for findings based on their matching with various criteria- researching products that provide solutions to certain problems- providing ratings for products based on their matching with various criteriaSkills required:excellent Englishvery analytical, intelligent, reliable, diligent, very well-organized, quick learnerworks well with spreadsheets, good communicatorLOCATION PREFERENCE:  PhilippinesPlease start your response with 'Regarding the research & data analytics position', so that I know that you have actually read this job description.",Internet Research & Data Analytics (Philippines),30+ hrs/week,United States,5.0,62,61,VERIFIED,6
1570,1000.0,,~0114f24c3840c942cf,Fixed,"['machine-learning', 'natural-language-processing']","OverviewWe are looking for talents who can use NLP&ML to make a text classification program for us.Classification standard: There are 22 main classes about different industries according to our classification standard. Under every main class are some subclasses. There about 170 subclasses overall. Every inputted text should be put into at least one of the 170 classes. A text can be put into 2 classes (maximum) if the two classes are both related.Accuracy: The classification accuracy should be no less than 80%.Input: The inputted text is commercial description from different industries, including: news, company overview, business for sale, etc.Output: The name(s) of the class.Training set: We can provide raw materials about company overview and business for sale. For every class we have only 10 tagged materials with high classification accuracy.Coding language: Not limited, but Python and Java are preferred.We will reveal more when contacting with you. Please leave us message or contact so I can discuss with you.",Text Classification Program Using NLP & ML,30+ hrs/week,China,0.0,8,0,UNKNOWN,0
1571,10000.0,,~01e4f214a445112653,Fixed,['instagram-api'],I want to create a similar site to Statigram or other instagram analytics software but with a few modifications1.	Search all users in Instagram who use a certain hashtag2.	Calculate how many followers they have and for each post how many likes they have and how many comments are left3.	Check if description has an email address and other keywords4.	Rank these results according to those who generate the most likes and comments in relation to number of followers are placed higher ie a guy with 100 followers 3 pictures which average 50 likes and 25 comments is higher than someone with 200 followers 50 pictures with 300 likes and 500 comments and 100 followers 3 pictures with 10 likes and 2 comments. Rationale is the guy with comments and likes same and below his total number of followers are a better community.5.	Present it in a search result form6.	Ability to select a user as influencer and track him against other accounts within a range of time.Another part is to be able to find most engaged users for a certain keyword ie I type #upwork. Using the above algorithm I filter most engaged users of that #.,Instagram Analytics,30+ hrs/week,Singapore,5.0,76,24,VERIFIED,2
1572,0.0,Less than 1 month,~01f96c708f11fc7246,Hourly,"['adobe-photoshop', 'data-entry']","Data entry specialist is needed to help with a variety of projects. Quick learner, flexible, someone who pays great attention to details, have great written English communiation skills and have a friendly personality.  Honest & trust worthy Person.  Not a requirement, but let us know in your application, if you happen to know how to use Photoshop.  Show us work you have done with Photoshop to let us know your level of knowledge.Initial Project = $30  Depending on performance, we have ongoing projects.",Data Entry Specialist With Light Knowledge of Photoshop,10-30 hrs/week,United States,4.2424741101,336,65,VERIFIED,36
1573,100.0,,~01b250996ce556bd8f,Fixed,"['data-entry', 'data-mining', 'data-scraping', 'facebook-marketing', 'market-research', 'microsoft-excel', 'semrush', 'seo-keyword-research', 'web-scraping']","I Need someone to help me to do complete Niche Report for at least 5 Niche trending.YOUR TASK: Do online research Find 5 Niche trending Find related profitable keywords and easy to rank for each niche ( 5-10 for each niches) Find the demographic research and Interest for Facebook Advertising  Find Competitors for each Niche and List down their details. (minimum of 5 each niche) Find related resources (links, and videos for each Niches) Find Potential products in Amazon, Ali Express or Ebay that could be sale for each selected Niche.  Do summary (use your own creativity to add value for the report)Looking someone honest, organized, listen instructions carefully, willing to learn and can meet deadline are my priority.  Extra Tips for excellent job probably will be given (optional). Must have good communication in simple English. Interested candidates must put 'I will finish within deadline"" at lowest when apply this job. Please provide sample work if got previous related work (advantage)Hopefully will have good long relationship. I will need at least 4-6 same jobs later for this position if needed. Interview maybe needed. Please provide email and Skype Id.",Complete Niche Report For At Least 5 Niche Trending,30+ hrs/week,Malaysia,5.0,27,10,VERIFIED,9
1574,100.0,,~017ca064b418b2a228,Fixed,"['data-mining', 'data-science', 'data-scraping']","ONE TIME PROJECT: From a list of Property Addresses in an Excel file, I would like you to add the Lot Number, Parcel Number, Owner Address (which is sometimes different than the Property Address), and Owner Name. I would like the finished extraction to be an Excel file.The website for obtaining the data is: http://maps.indy.gov/AssessorPropertyCards/","Scrape Property Records at Assessors Office, Supply Data in Excel Spreadsheet",30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1575,0.0,1 to 3 months,~01caf5f1d5f2f6e5ca,Hourly,"['d3.js', 'data-analysis', 'data-visualization', 'excel-vba', 'google-analytics', 'hadoop', 'microsoft-excel', 'microsoft-excel-powerpivot', 'r', 'sql', 'tableau']","I need a consultant to build Kafka source reader for sqlserver bin log reader , this is should be very simple read sqlserver log either poll every 5 min from t-sql and replicate the crud to kafka ",VP software architecture,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1576,0.0,More than 6 months,~0186ea0f105806d4f7,Hourly,"['statistics', 'survey-design']",We are a market research and polling firm. We are looking for a Survey Methodologist Statistician to join team.  This would be a long term job under 10-30 hours weekly ,We Seek A Statistician To Help With Our Political Polling,10-30 hrs/week,United States,4.794787976,241,206,VERIFIED,2
1577,0.0,Less than 1 month,~014f7cc20ca8a65f7d,Hourly,"['data-entry', 'data-scraping', 'web-scraping']","I need a list developed with email addresses, address, website, social accounts (as applicable), doctors on staff, etc. for Chiropractic offices throughout the country on a state by state basis. I'd like to start this with one state, and move on to more after we've worked through any snags on the first state.",Need contact list development on a state based single channel (Chiropractors).,Less than 10 hrs/week,United States,5.0,46,34,VERIFIED,2
1578,100.0,,~01659d15adf9b11dc9,Fixed,"['data-entry', 'microsoft-excel']",I need help with a data entry task that involves querying a database page-by-page and copying the info queried into an excel doc. This is a data entry task is very easy to do - all you need to do is follow the instructions! See applicant question below for more details.,Need Help w/ A Data Entry Task,30+ hrs/week,United States,0.0,2,1,VERIFIED,0
1579,0.0,Less than 1 week,~01c89cfd5a0b93459e,Hourly,"['c#', 'data-science', 'data-scraping']","We are looking for Expert in AMAZON SEARCH  to develop a script that can rank keywords and search terms Only developers that have worked on it before.Its a long term contract, cause we are always developing new functionalies",AMAZON RANKING SEARCH SCRIPT EXPERT,Less than 10 hrs/week,United States,5.0,40,17,VERIFIED,1
1580,50.0,,~012f8f6f7b7f5112e7,Fixed,['python'],"I am looking to have a program written that will take my csv file, grab the UPC (must be able to search multiple UPC's for one item) and compare them against websites like Amazon,  Then import this data into mysqul data base.  ",e commerce price comparison,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1581,300.0,,~01eb3082a1cd741f17,Fixed,"['analytics', 'data-mining', 'russian']","Looking for native Russian speaker and analyst to make the market review ""Industry of the Russian Federation""Volume - 40 - 50 pages.Language - Russian. ","Market Review  ""Industry of the Russian Federation""",30+ hrs/week,,0.0,1,0,VERIFIED,0
1582,0.0,1 to 3 months,~015d840adf0fc39d01,Hourly,"['internet-research', 'statistics']","We have identified some information repositories pointing to useful data sets that we would like to have collected.  In some instances there is a direct reference (e.g. a URL); in other instances there is a link to a website where the data can be found.  In other instances the link simply describes how the data was gathered (e.g. via a public API).  It will not necessary to gather such data (via an API) unless the contractor already has the skills to do so. We think there are at least dozens, if not hundreds of such data sets.We would like to have the data gathered and described in a simple table.",Collect a set of useful data sets from public resources,30+ hrs/week,United States,4.926963076,62,19,VERIFIED,5
1583,1000.0,,~01482c691504d43581,Fixed,"['data-mining', 'machine-learning']","Looking for an experienced scientists with Ph.D. degree in computer science or related field for a 3 month project. Must be experienced with machine learning, data mining and/or computational linguistics, recommender systems or any other field to be decided by the reciprocal agreement.The project requires to boost (improve) the performance of an existing algorithm on the mentioned fields or to come with a novel solution/approach to the field. Your existing published paper results may be improved.The project is expected to be published on a reputable journal.The total budget is confined to 1000 dollars.Your proposals are welcome.",Machine Learning Research Project,30+ hrs/week,,0.0,3,0,,0
1584,1000.0,,~01b7a95764198e5633,Fixed,"['data-modeling', 'financial-analysis', 'financial-modeling', 'microsoft-excel']",I would like for someone to build me in Excel the exact model which drives the outputs at the link https://goo.gl/OzBoLU. In order for me to consider you for this project you will need extensive Excel modelling skills and be able to provide me with 1 example of a model you have personally built in the last 4 weeks.,Financial Modelling - Expert Required,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1585,20.0,,~015d8e3f30b16d2948,Fixed,['imacros-scripting'],"Hello -- I need someone to make me an iMacro that autolists product for me on the site -- https://www.grailed.com/ -- I'm guessing I would input the required fields in a .txt or .csv file, then have a folder for product images.The idea is that when I would run the iMacro it will automatically list/post the products I entered information on.This is a simple job and if you can perform well, I'll hire you for many more projects.Thanks",Auto-List iMacro - Easy Job!,30+ hrs/week,United States,5.0,6,2,VERIFIED,1
1586,0.0,More than 6 months,~01cff8ffa146bc8629,Hourly,"['data-entry', 'investment-research']","Examine public financial statements to create a database of basic financial measures for publicly traded companies.  Using annual reports (10-K), Quarterly reports (10-Q), and excel from company websites, and sec.gov.I have attached a template and am looking for completion of the yellow cells.  Each company reports every 90 days so this job can go on for as long as you would like.I can train you for the first example.  I have also loaded procedures in the file.",Financial Research and Analysis,30+ hrs/week,United States,4.9768200703,6,25,VERIFIED,9
1587,20.0,,~0196c9401b93a6890e,Fixed,['sas'],Looking to covert an XPT file into a SAS database to create a dataset.Will also need the SAS script for future conversions.Plenty of future SAS work available.,SAS - Covert .XPT File to SAS Database,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1588,15000.0,,~01a3cf522c4fe9f50c,Fixed,"['data-science', 'pattern-recognition', 'r', 'statistics']",Cognitive data analysis,Assistant cognitive data scientist,30+ hrs/week,United Kingdom,5.0,5,3,VERIFIED,3
1589,0.0,More than 6 months,~0168be78cc3b6d38df,Hourly,[],"Junior Pharmacologist - ATC data research and entryWe are looking for a junior academic pharmacologist who is strong in understanding API breakdown of finished molecules via brand description. They should e confident with WHO ATC codes and how they work. They should ideally have a small understanding of drug licencing and how a medicine enters a market. You must have a degree or at least be close to finishing your studies in pharmacology.The position is a 6 month full time 20 hour a week contract with potential to extend to a 30 hours a week contract within the first 1 month. The job involves helping our clients convert their government drug description requirements into the correct ATC, form, category groups. Work is completed on spreadsheets but research on each molecule requires therapeutic category understanding, administration understanding, API understanding. Please read about our business and its goals in 3rd world healthcare here. Those that are passionate about making a difference fit in well with our business/family.http://jamiewestwood.com/3rdworldhealthcare.html",Junior PHARMACOLOGIST required - ATC data research and entry,10-30 hrs/week,United Kingdom,4.9941151784,16,14,VERIFIED,9
1590,0.0,Less than 1 week,~01bba80f0f2117c93e,Hourly,"['microsoft-excel', 'microsoft-word']","1 Situation:The result of a personality analyses should be put in a MSWord document template. The source of the template is an Excel file with relevant data.2 Figures-	There are 23 variables with a short description of 1 line-	Each of the 23 variable has three different text variants:o	Score 0  33 = text variant 1o	Score 34  74 = text variant 2o	Score 75  100 = text variant 3-	The different text variants are not bigger than 10 lines of text-	Each variable has a pictogram that should put in front of the related text -	Variables are grouped in around 14 different clusters of related variables.-	The input is a general score table-	The total report including appendices is around 30 pages3 Output report mainly automatically generatedThe required output is a report that consists of:-	Front page (is existing and is personal for the client)-	Table of content (standard MSWord)-	Introduction (standard text for every report)-	Table with score overview of the 23 variables (individual, based on the score of the test)-	Overview of the variables that score 75  100 in descending order-	The scores of each variable (in its cluster) and its related text variant (is the main text)-	Per cluster a conclusion that is tailor made and written by the analyst-	Appendices 4 What we deliverWe deliver:-	The different variables and the different text variants: all relevant texts-	Pictograms-	Example table-	Logo of the organization for the footer of each page5 Ways of working in the project:-	Trial version with three variables and the related text variants and pictograms-	Fine tuning-	Trial version of the full report-	Delivery of the required Later more steps need to be taken related to visualization of the scores in a kind of infographics",Document template development based on variables,Less than 10 hrs/week,Netherlands,0.0,4,4,VERIFIED,0
1591,,Less than 1 month,~011e3d64afa4a27f20,Hourly,[],ZOHO CRM INTEGRATION,ZOHO CRM INTEGRATION,Less than 10 hrs/week,India,2.9572953737,13,3,VERIFIED,2
1592,800.0,,~015c8211ddae5612d5,Fixed,"['algorithms', 'machine-learning', 'predictive-analytics', 'statistics']","Hello,  I have an accountancy app. We import in our MYSQL database, bank sheets every months for several hundreds companies (meaning, date+description+amount).   I would like to do bank categorization according to a list of categories.   I found some posts about people who solve the problem with naive bayes:  https://github.com/cantino/reckon blog.octo.com/naivebayes/  I am looking for somebody to write a script to:  - read the new lines in the table - learn from previous categorization  - do the categorization and record it in the same table.   On this basis, you are free to propose me any architecture or solution.  Thank you.  ",Bank sheet categorization algorithm,30+ hrs/week,France,5.0,5,1,VERIFIED,1
1593,0.0,Less than 1 month,~0190774a71146a5f27,Hourly,"['cartography', 'gis', 'network-analysis', 'qgis']","I have project about measure  accessibility to facilities in Australia by using GIS , I need someone to help me in some work related to arc map and analysis network. I need someone who has sufficient experience in GIS mapping and analysisPlease e-mail me those available with the required conditionsThanks in advance",Project GIS and network analysis,10-30 hrs/week,Australia,0.0,3,0,UNKNOWN,0
1594,300.0,,~0154177f5cfe726abf,Fixed,"['data-science', 'machine-learning', 'python', 'r']","Data is already cleaned up and Direction is clear. Any experts can do this easily and welcome to apply again who previously applied. Develop predictive model to distinguish who are likely to churn. churn = 1 (cancel account), churn = 0(not cancel account)Methodology - Eliminate variables that are clearly insignificant to predict churn. - Oversampling     as number of churn = 1 is small need to make a sample adjustment - Which factors are particularly important. Calculate Quantitative impact. Deliverables - Types of ML Modeling (e.g. SVM, Gradient Descent, Logistic, Decision Tree) - Detail R Code / or Python- Prediction model result in Excel - Original file with additional information of probability of churn of each row. Please refer to detail dataset and sample documentation. https://drive.google.com/open?id=0BzKOqeQltu3JOGZsRkRMXzh3WkU",Machine Learning Project,30+ hrs/week,Ukraine,0.0,1,0,UNKNOWN,0
1595,20.0,,~014766481a8887ad93,Fixed,"['dbase-programming', 'excel-vba', 'microsoft-excel', 'sql']",take excel FILE and insert it to SQL db AND help exploreneed to find some results via excel or SQL ,take excel FILE and insert it to SQL db AND help explore,30+ hrs/week,Israel,0.0,1,0,UNKNOWN,0
1596,20.0,,~01ccbded81c2f84fc3,Fixed,[],"Need to do an competitor analysis of 5-6 mobile apps , have to install the specified apps in your mobile and make a comprehensive presentation of features . To find out which app is user friendly and  what distinguished feature ever app has .",Mobile App Competitor analysis,30+ hrs/week,India,0.0,6,1,VERIFIED,0
1597,0.0,Less than 1 month,~0117e72c8f4eb3881e,Hourly,['data-visualization'],Looking for SF based GeckoBoard freelancer to help improve existing set of Geckoboard scoreboards. Job likely 1-2 weeks with potential follow up,Need GeckoBoard freelancer. San Francsico based,Less than 10 hrs/week,United States,4.9776690775,27,26,NOTVERIFIED,15
1598,100.0,,~01784c5b925f625de9,Fixed,['korean'],Hi Do you have the skills ?  We are looking to capture the online Trading activity and also any Directory part of this site. We would need some who can obviously read Korean so you can build the script in .net (?) to pull the extracts. We may self host the scripts and they would need to be able to run x times per week. (Not too sure how long detail stays on site). The attached is detail on where this information can be located. This is very early indication only as we are looking to engage with the selected developer in this process re what detail is required etc. Please just advise if you have the skills to do this job.  Price can be negotiated.,Web Data from Korean Language Trading site - http://dir.nzkoreapost.com,30+ hrs/week,New Zealand,4.9666689182,236,215,VERIFIED,181
1599,0.0,More than 6 months,~0137512933744e064f,Hourly,['data-modeling'],"Hello,I am hoping to hire a data scientist / math expert to help me build out a table of data, and help me develop a method of analyzing the data.  I have points completed on the table and we want to plot that data and determine the points in between...and more.Thanks",Data Curve Development and Adjustments,Less than 10 hrs/week,United States,4.9998983204,60,54,VERIFIED,34
1600,7.0,,~01d9e886694caa87a8,Fixed,"['data-analysis', 'data-entry', 'data-mining', 'data-science', 'data-scraping', 'excel-vba', 'google-docs', 'microsoft-excel', 'mysql-programming']",Hard Work,Office Admin,30+ hrs/week,,0.0,4,0,,0
1601,2000.0,,~01be060ebbfaf76d02,Fixed,[],We need a freelancer who can send us a list of working USA proxies approximately  2000-5000 proxies per day. You can scrape the net our if you have other sources let us know and what is the cost?The proxies must be active and ready to use.  Lowest price will win the contract.Price needs to be low for each working proxie. Must be USA proxie.Thanks,Need USA daily proxies list,30+ hrs/week,United States,4.9479951713,89,60,VERIFIED,40
1602,3000.0,,~013b953e203cfe0461,Fixed,"['data-entry', 'data-mining', 'internet-surveys', 'survey-design', 'telemarketing']","We need to conduct a survey to get the following information. The survey is aimed to understand the challenges they face in proposal management. The survey should be done with the CEO of the organization or the person who is responsible for the proposal delivery. The minimum resource count in the company should be above 20 people. So you need to qualify this before adding the following details.   1. Company Name  2. Company Address  3. Mobile Number of CEO  4. Landline Number  5. Do they work on products or custom projects? 6. What tool they use to make the proposal. ? 7. If Yes Are they happy with the current platforms and what is the platform name? 7. Do they have any trouble in making proposals? ( List the difficulties) 8. How many team members working on the proposal creation to approval before sending to the client? 9. Do they get any insight after sending the proposals ? 10. Do they want to make proposal making process driven rather than people driven?  11. Does a better proposal help them in winning more business?  We will award this project to 10 different qualified bidders. We will give them ten different location in Bangalore. Your bid should be for per authenticated customer information.   We validate all the data before we release payment to you. We will escrow the money, but we will release the payment for all the valid data only. ",Conducting Survey to Highly Targeted Group Of Users,30+ hrs/week,United States,0.0,2,0,UNKNOWN,0
1603,500.0,,~018415ba5860f92920,Fixed,[],We need help pulling data from Oracle EBS Order to Cash Module for an application we are developing. The application will help clients manage/plan inventory based on customer orders.Key Required Skills- Solid knowledge of Order to Cash- Deep experience with underlying tables and ability to develop sql based on relevant use casesWe need this person immediately.,Oracle EBS Order to Cash Data Extraction,30+ hrs/week,United States,4.9658054711,14,9,VERIFIED,4
1604,0.0,Less than 1 month,~013f54f47b7f3b30ae,Hourly,"['data-cleansing', 'data-entry', 'english-proofreading']","We are building a website and need to clean and re-categorize some metadata. - ~9,500 records. We have events and an English description about that event. Each event has one or more tags to describe what the event is about.Many tags are of poor quality. For example, the tag is too specific, and should instead belong to a broader category. Or the tag is repeated, with only a slight variation in spelling. We have started this process, and have spreadsheets and a procedure in place; we now need assistance manually researching and renaming tags.I am looking for a team or true partner for more ongoing work after this specific project. This work is a bit of art and science; excellent English comprehension and writing is paramount. Please follow up with any questions at all. Provide your best quote and estimated timeline. Thank you,Christian",Data cleansing - Rename ~9500 records based on English description,Less than 10 hrs/week,United States,0.0,2,0,UNKNOWN,0
1605,800.0,,~011cf2e75dcb2c264b,Fixed,"['analytics', 'business-intelligence', 'data-analysis', 'data-mining', 'data-modeling', 'data-visualization', 'visualization']","Looking for a developer to make Dashboard of KPIs, Data Analysis of Inventory, Replenishment/Reorder Planning.The Dashboard should be drillable from summary to each sub-level and finally upto sku level.","Dashboard of KPIs, Data Analysis of Inventory, Replenishment/Reorder Planning",30+ hrs/week,,0.0,4,0,,0
1606,150.0,,~01f24615efd4167843,Fixed,"['amazon-webstore', 'magento', 'microsoft-excel']","I need some data upload to my magento store. The data (dresses) is all on the source file (screenshot attached) , which states style number, size, color, and availability. This file should AUTOMATICALLY update to my inventory on magento store. PLEASE only bid if you know how to do this and HAVE done it before.   Thank you for your time.",Import Data in to Magento,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1607,50.0,,~01ba7f199b640b62a3,Fixed,[],Hello!I would love for you to research and find 50 different commerical and informational low competition keywords in the fitness/health/working out niche. I would like them to have - low KC score- At least 3 sites in the top 10 with DA under 30- Sites that are 2 years old or younger- Small amount of exact match keywords in top 10- At least 3 sites in the top 10 with juice links lower than 30- If possible have their be forums in the top 10 resultsHow much would you charge for this? Thank you my friend. Hope this is reaching you well. Chris Cucchiara,Keyword Research,30+ hrs/week,United States,5.0,2,2,VERIFIED,1
1608,50.0,,~011744f72b8a4df638,Fixed,[],Credit Risk Metrics Specialist With Sas knowledge in banking domain ,"
Credit Risk Metrics Specialist",30+ hrs/week,United States,5.0,4,4,VERIFIED,2
1609,50.0,,~01d5bed5c1790ae4ef,Fixed,[],Data collection and put it on google spreadsheet,Web recherche and data collection,30+ hrs/week,Bangladesh,0.0,2,0,UNKNOWN,0
1610,100.0,,~0103e3c27f4a143531,Fixed,"['seo', 'seo-audit', 'seo-backlinking']",We have relaunched our wordpress website (www.torontogarlicfestival.ca) to a mobile friendly template.We require that the site be Search Engine Optimization reviewed and to make sure it is be seen by the search engines.Please tell me how you would do this. What steps would you take.Thanks,SEO Website Redisgn Checklist,30+ hrs/week,Canada,4.958490566,72,49,VERIFIED,12
1611,0.0,More than 6 months,~015f0b55e5d2876750,Hourly,"['microsoft-excel', 'microsoft-word']","We are looking for someone to help us with Excel data entry and cleansing. We will write some Excel formulae and macros to help us, and you need to use your intelligence to scroll through data and do some manual data entry and intelligent macro execution. This does not require advanced Excel knowledge, but it does require strong attention to detail and the ability to scroll through a lot of data and make some intelligent data entry decisions. We will train you, so it will be an easy transition into the work.",Excel data entry/cleansing expert required,10-30 hrs/week,United Kingdom,3.240106888,41,37,VERIFIED,2
